,verse,citation count,verse texts,filter row
127,Eph 6:13,2,"['Proto vezměte plnou zbroj Boží, abyste mohli odolati v den zlý a vykonajíce všecko státi (vítězně).']",low
128,Eph 6:16,1,"['vezmouce ke všemu tomu štít víry, kterým byste mohli uhasiti všecky ohnivé šípy nešlechetníkovy,']",low
129,Ps 143:3,3,"['Nebo stihá nepřítel duši mou, potírá až k zemi život můj; na to mne přivodí, abych bydlil v mrákotě, jako ti, kteříž již dávno zemřeli,']",low
130,Ps 28:9,1,"['Spas lid svůj, Hospodine, a požehnej dědictví svému, a pas je, i vyvyš je až na věky.']",low
131,Matt 11:28,40,"['„Pojďte ke mně všichni, kteří těžce pracujete a jste přetíženi, a já vám dám odpočinek.']",top 10
132,Luke 9:35,4,"['A hlas přišel z oblaku řkoucí: „Tento jest Syn můj milý, toho poslouchejte.“']",low
133,2Pet 1:17,17,"['Obdržel zajisté od Boha Otce čest i slávu, když se stal k němu takovýto hlas od velikolepé slávy: „Tento jest Syn můj milý, v němž jsem si zalíbil. (Jeho poslouchejte.“)', 'Přijali zajisté od Boha Otce čest i slávu, když se stal k němu hlas takový od velebné slávy: Tentoť jest Syn můj milý, v němž mi se zalíbilo, jeho poslouchejte:']",low
134,Luke 6:38,3,"['Dávejte a bude vám dáno; míru dobrou a natlačenou a natřesenou a vrchovatou dají do klína vašeho; neboť jakou měrou měříte, takovou bude vám odměřeno.“', 'Dávejte, a budeť vám dáno. Míru dobrou, natlačenou, a natřesenou, a osutou dadíť v lůno vaše; touž zajisté měrou, kterouž měříte, bude vám zase odměřeno.']",low
135,Luke 18:10,3,"['„Dva lidé vstoupili do chrámu, aby se modlili, jeden fariseus a druhý celník.']",low
136,Luke 18:11,9,"['Fariseus postaviv se modlil se sám u sebe takto: ,Bože, děkuji tobě, že nejsem jako jiní lidé, lupiči, nespravedliví, cizoložnici, aneb jako i tento celník.', 'Farizeus se postavil a takto se u sebe modlil: »Bože, děkuji ti, že nejsem jako ostatní lidé, lupiči, nepoctivci, cizoložníci, neb i jako tento celník.', 'Farizeus stoje, takto se sám v sobě modlil: Bože, děkuji tobě, že nejsem jako jiní lidé, dráči, nespravedliví, cizoložníci, aneb jako i tento publikán.', 'farizeus stoje, toto sám v sebe modlil se: Bože, děkuji tobě, že nejsem jako jiní lidé, dráči, nespravedliví, cizoložníci: jako i tento Publikán.']",low
137,Num 15:28,2,"['I očistí kněz duši pobloudilou, kteráž zhřešila poblouzením před Hospodinem; očistí ji, a budeť jí odpuštěno.']",low
138,Matt 23:12,6,"['Kdo se povyšuje, bývá ponížen, kdo se ponižuje, bývá povýšen.', 'Kdo však se povýší, bude ponížen, a kdo se poníží bude povýšen.“']",low
139,1Cor 9:27,1,"['27.ale tresci tělo své, a v služebnost podrobuji: abych snad sám ješto sem jiným kázal, zavrženým nebyl učiněn.']",low
140,Matt 6:12,30,"['A odpusť nám naše viny, jakož i my odpouštíme naším viníkům.', 'Odpusť nám naše viny, jako i my jsme odpustili těm, kdož se provinili proti nám,']",top 20
141,Matt 6:11/Luke 11:3,54,['Chléb náš vezdejší dej nám dnes.'],top 10
142,Exod 20:15/Deut 5:19,47,"['Nepokradeš.', 'Nedopustíš se krádeže.']",top 10
143,Luke 18:31,5,"['Potom Ježíš pojav k sobě dvanácte, řekl jim: „Hle vstupujeme do Jerusalema, a dokoná se tam všecko, co psáno jest skrze proroky o Synu člověka;', 'Tedy pojav dvanácte, řekl jim: Aj, vstupujeme do Jeruzaléma, a naplníť se všecko Synu člověka to, což psáno jest skrze proroky.']",low
144,Luke 18:34,3,"['A oni tomu nic nesrozuměli, a bylo slovo to skryto před nimi, a nesrozuměli, co se pravilo.', 'Oni však nesrozuměli z toho ničemu, a bylo to slovo skryto před nimi, a nepoznali, co bylo řečeno.']",low
145,Ps 127:1,11,"['Píseň stupňů, Šalomounova. Nebude-li Hospodin stavěti domu, nadarmo usilují ti, kteříž stavějí jej; nebude-li Hospodin ostříhati města, nadarmo bdí strážný.']",low
146,Luke 14:23,2,"['Tedy řekl pán služebníku: Vyjdiž na cesty a mezi ploty, a přinuť vjíti, ať se naplní dům můj.']",low
147,Mark 16:16,9,"['Kdo uvěří a bude pokřtěn, bude spasen; kdo neuvěří, bude odsouzen.', 'Kdož uvěří, a pokřtěn bude, spasen bude: kdož pak neuvěří, bude zatracen.', 'Kdož uvěří a pokřtí se, spasen bude; kdož pak neuvěří, budeť zatracen.']",low
148,Acts 13:44,2,"['Příští soboty se shromáždilo skoro celé město, aby slyšeli slovo Boží.']",low
149,1John 3:14,1,"['My víme, že jsme přešli ze smrti do života, neboť milujeme bratry; kdo nemiluje, zůstává ve smrti.']",low
150,1John 3:15,2,"['Každý, kdož nenávidí bratra svého, vražedlník jest, a víte, že žádný vražedlník nemá života věčného v sobě zůstávajícího.']",low
151,Matt 6:23,1,"['je-li však oko tvé špatné, celé tělo tvé bude tmavým. Jestliže tedy světlo, které jest v tobě, tmou jest, jak veliká bude tma sama?']",low
152,Exod 20:12/Deut 5:16/Eph 6:2,36,"['Cti otce svého i matku svou, jakož přikázal tobě Hospodin Bůh tvůj, aby se prodleli dnové tvoji, a aby tobě dobře bylo na zemi, kterouž Hospodin Bůh tvůj dá tobě.']",top 20
153,John 1:14,16,"['A Slovo Tělem učiněno jest, a přebývalo mezi námi: a viděli sme slávu jeho, slávu jakožto jednorozeného od Otce, plného milosti a pravdy.', 'A Slovo to tělo učiněno jest, a přebývalo mezi námi, (a viděli jsme slávu jeho, slávu jakožto jednorozeného od Otce), plné milosti a pravdy.', 'A Slovo tělem učiněno jest, a přebývalo mezi námi, a viděli jsme slávu jeho, slávu jako jednorozeného od Otce, plného milosti a pravdy.']",low
154,Gen 3:19,19,"['V potu tváře jísti budeš chléb, dokud se nevrátíš do země, ze které jsi vzat. Ano, prach jsi, a v prach se navrátíš.', 'V potu tváři své chléb jísti budeš, dokavadž se nenavrátíš do země, poněvadž jsi z ní vzat. Nebo prach jsi a v prach se navrátíš.', 'V potu tváře své jísti budeš chléb, dokavádž se nenavrátíš do země z kteréž vzat si: nebo prach jsi, a v prach se navrátíš.']",low
155,Matt 22:21,14,"['Řkou jemu: „Císařův.“ Tu řekl jim: „Dávejte tedy, co jest císařovo, císaři, a co jest Božího, Bohu.“', 'Řekli mu: Císařův. Tedy dí jim: Dávejtež tedy, co jest císařova, císaři, a co Božího, Bohu.']",low
156,Eccl 3:1,2,"['Všecko má svůj čas, a svým vyměřeným během jdou všecky věci pod sluncem:', 'Všeliká věc má jistý čas, a každé předsevzetí pod nebem svou chvíli.']",low
157,John 1:45,1,"['Filip nalezne Natanaela a řekne mu: „Nalezli jsme toho, o kterém psal Mojžíš v zákoně a proroci, - Ježíše, syna Jozefova z Nazareta.“']",low
158,Matt 7:21,25,"['Ne každý, kdož mi říká: Pane, Pane, vejde do království nebeského, ale ten, kdož činí vůli Otce mého, kterýž v nebesích jest.', 'Ne každý, kdo mi říká: »Pane! Pane«, vejde do království nebeského, ale ten, kdo činí vůli mého nebeského Otce.', 'Ne každý kdož mi říká, Pane, Pane, vejde do Království Nebeského: ale kdo činí vůli Otce mého, kterýž v Nebesích jest, ten vejde do Království Nebeského.', 'Ne každý, kdo mi říká „Pane, Pane“, vejde do království nebeského, nýbrž kdo činí vůli Otce mého, jenž jest v nebesích, ten vejde do království nebeského.']",top 30
159,John 6:5,2,"['Tedy Ježíš pozdvih oči a spatřiv, že zástup veliký jde k němu, pravil k Filipovi: „Odkud nakoupíme chlebů, aby pojedli tito?“']",low
160,Mark 13:31/Matt 24:35/Luke 21:33,30,"['Nebe a země pominou: ale slova má nepominou.', 'Nebe a země pominou, ale slova má nikoli nepominou.']",top 20
161,Prov 26:27,36,"['Kdo (jinému) jámu kopá, (sám) do ní padá, a kdo valí kámen, bude ním zavalen.']",top 20
162,John 6:9,3,"['Jestiť mládenček jeden zde, kterýž má pět chlebů ječných a dvě rybičky. Ale coť jest to mezi tak mnohé?', 'Jestliť zde pacholík jeden, kterýž má pět chlebů ječných, a dvě rybě: ale coť jest to mezi tak mnohé?']",low
163,2Kgs 22:3,1,"['Stalo se pak osmnáctého léta krále Joziáše, že poslal král Safana syna Azaliášova, syna Mesullamova, písaře, do domu Hospodinova, řka:']",low
164,Jas 1:22,2,"['Buďtež pak činitelé slova, a ne posluchači toliko, oklamávajíce sami sebe.']",low
165,Matt 16:23,1,"['Kterýžto obrátiv se, řekl Petrovi: Jdi za mnou, satane, ku pohoršení jsi mi; nebo nechápáš těch věcí, kteréž jsou Boží, ale kteréž jsou lidské.']",low
166,1Cor 15:33,1,['Nedejte se klamati! »Špatná společnost kazí dobrý mrav«. '],low
167,Matt 27:25,35,"['A odpověděv všecken lid, řekl: Krev jeho na nás, i na naše syny.']",top 20
168,Jer 42:12,1,"['Nadto způsobím vám milost, aby se slitoval nad vámi, a dal se vám navrátiti do země vaší.']",low
169,Matt 16:24,13,"['Tehdy řekl Ježíš učedlníkům svým: Chce-li kdo za mnou přijíti, zapřiž sebe sám, a vezmi kříž svůj, a následúj mne.', 'Na to řekl Ježíš učeníkům svým: „Chce-li kdo za mnou přijíti, zapři sám sebe a vezmi kříž svůj a následuj mne.']",low
170,Luke 13:7,4,"['I řekl vinařovi: »Hle, již tři léta uplynula od té doby, co přicházím hledat ovoce na tomto fíku, ale nenalézám. Vysekni jej! Proč i tu zemi moří?«']",low
171,Luke 13:6,4,"['Pověděl pak toto podobenství: „Kdosi měl fíkový strom štípený ve své vinici, i přišel hledat na něm ovoce, ale nenalezl.']",low
172,Luke 13:8,2,"['On pak odpovídaje dí jemu: Pane, ponechejž ho i tohoto léta, až-ť jej okopám, a ohnojím:']",low
173,Matt 13:29,3,"['A on pravil: ,Ne, abyste snad trhajíce koukol, nevytrhali spolu s ním i pšenice.']",low
174,Matt 13:24,4,"['Jiné podobenství předložil jim řka: „Podobné jest království nebeské člověku, který nasel dobrého semene na poli svém;']",low
175,Matt 13:30,7,"['Nechte ať obé spolu roste až do žně. A v čas žně dím žencům: Vytrhejte nejprv koukol a svažte jej v snopky k spálení, ale pšenici shromažďte do stodoly mé.', 'Nechte, ať oboje spolu roste až do žní; a v čas žní řeknu žencům: Seberte nejprve koukol a svažte jej ve snopky ke spálení; pšenici však shromážděte do stodoly mé‘.“', 'Nechte ať obé spolu roste až do žně, a v čas žně dím žencům: Seberte nejprve koukol, a svažte jej v snopky k spálení; ale pšenici shromažďte do stodoly mé.']",low
176,Luke 9:55,4,"['Ale on obrátiv se, pokáral je řka: „Nevíte, čího ducha jste.']",low
177,John 6:48,3,"['Jáť jsem Chléb života.', 'Já jsem chléb života.']",low
178,John 8:12,17,"['Tu Ježíš mluvil k nim opět řka: „Já jsem světlo světa; kdo mě následuje, nebude choditi ve tmě, nýbrž bude míti světlo života.“', 'Tedy Ježíš opět jim mluvil, řka: Já jsem světlo světa. Kdož mne následuje, nebude choditi v temnostech, ale bude míti světlo života.']",low
179,John 11:25,19,"['Řekl jí Ježíš: „Já jsem vzkříšení a život; kdo věří ve mne, byť i umřel, živ bude,']",low
180,Luke 11:23,4,"['Kdo není se mnou, proti mně jest, a kdo neshromažďuje se mnou, rozptyluje.', 'Kdož není se mnou, proti mně jest; a kdož neshromažďuje se mnou, rozptylujeť.', 'Kdo není se mnou, je proti mně, a kdo neshromažďuje se mnou, rozptyluje.']",low
181,Matt 12:30,10,"['Kdož není se mnou, proti mně jest; a kdo neshromažďuje se mnou, rozptylujeť.', 'Kdo není se mnou, proti mně jest: a kdo neshromažďuje se mnou, rozptyluje.', '„Kdo není se mnou, je proti mně, a kdo neshromažďuje se mnou, rozptyluje.']",low
182,Matt 10:34,3,"['„Nedomnívejte se, že jsem přišel uvésti pokoj na zem; nepřišel jsem uvésti pokoj, nýbrž meč.']",low
183,Luke 12:51,1,"['Myslíte, že jsem přišel dáti pokoj na zem? Nikoliv, pravím vám, nýbrž rozdvojení;']",low
184,Rom 13:14,3,['ale oblečte se v Pána Ježíše Krista. A péče o tělo nemívejte podlé žádostí.'],low
185,2Cor 1:2/Phil 1:2/2Thess 1:2/1Cor 1:3/Eph 1:2/Gal 1:3,25,"['Milost vám a pokoj od Boha, našeho Otce, a Pána Ježíše Krista, ', 'Milost vám a pokoj od Boha, Otce našeho, a od Pána našeho Ježíše Krista.', 'Milost vám a pokoj od Boha Otce a Pána našeho Jezukrista,', 'Milost vám a pokoj od Boha Otce našeho, a Pána Ježíše Krista.']",top 30
186,2Sam 18:33,1,"['I zarmoutil se král, a vstoupiv do horního pokoje na bráně, plakal a jda, mluvil takto: Synu můj Absolone, synu můj, synu můj Absolone! Ó kdybych byl umřel za tebe, Absolone synu můj, synu můj!']",low
187,Matt 8:25,10,"['I přistoupili k němu učeníci jeho a zbudili ho řkouce: „Pane, zachovej nás, hyneme.“', 'I přišli, vzbudili ho a řekli: „Pane, zachraň nás, hyneme.“']",low
188,Luke 8:10,2,"['A on řekl: Vám dáno jest znáti tajemství království Božího, ale jiným v podobenství, aby hledíce, neviděli, a slyšíce, nerozuměli.']",low
189,John 6:56,6,"['Kdo jí mé tělo a pije mou krev, ve mně přebývá a já v něm.']",low
190,Matt 16:18,49,"['I já pravím tobě: Ty jsi Petr (t. j. skála), a na té skále vzdělám cirkev svou, a brány pekelné jí nepřemohou.', 'I jáť pravím tobě, že jsi ty Petr, a na téť skále vzdělám církev svou, a brány pekelné nepřemohou jí.', 'A já tobě pravím, že ty jsi Petr - Skála; na té skále vystavím svou církev, a mocnosti pekelné ji nepřemohou. ']",top 10
191,Jer 26:21,1,"['Když Joakim král a všichni důstojníci i činovníci jeho slova ta uslyšeli, král chtěl dáti jej usmrtiti. Uriáš, dověděv se o tom, bál se, i utekl a uchýlil se do Egypta.']",low
192,Matt 18:6,5,"['„Kdo by však pohoršil jedno z maličkých těchto, kteří ve mne věří, tomu bylo by lépe, aby kámen mlýnský zavěšen byl na hrdlo jeho a on pohroužen byl do hlubokosti mořské.“', 'Kdo by pak pohoršil jednoho z maličkých těchto věřících ve mne, lépe by jemu bylo, aby zavěšen byl žernov osličí na hrdlo jeho, a pohřížen byl do hlubokosti mořské.']",low
193,Matt 23:34,2,"['Proto hle, posílám k vám proroky, lidi moudré a zákoníky; vy některé z nich zabijete a ukřižujete, jiné zbičujete v svých synagogách a budete je pronásledovati od města k městu,']",low
194,Matt 23:37,3,"['„Jerusaleme, Jerusaleme, který zabíjíš proroky a kamenuješ ty, kteří jsou posláni k tobě; kolikrát chtěl jsem shromážditi dítky tvé, jako slepice shromažďuje pod křídla kuřátka svá, a nechtěl jsi?']",low
195,1Cor 11:22,1,"['Což nemáte domů k jídlu a pití? Či chcete pohrdati církví Boží a zahanbovati ty, kteří nic nemají? Co vám mám říci? Mám vás pochválit? V tomto vás nechválím. ']",low
196,John 20:23,3,"['kterým odpustíte hříchy, odpouštějí se jim a kterým zadržíte, zadrženy jsou.“']",low
197,John 20:21,3,"['Tu řekl jim opět: „Pokoj vám; jako mě poslal Otec, i já posílám vás.“', 'Tedy řekl jim Ježíš opět: Pokoj vám. Jakož mne poslal Otec, tak i já posílám vás.']",low
198,John 20:31,1,"['Ale tito zapsáni jsou, abyste věřili, že Ježíš jest Kristus, Syn Boží, a abyste věříce, život měli ve jménu jeho.']",low
199,Jas 2:8,4,"['Jestliže pak plníte zákon královský podlé písma: Milovati budeš bližního svého, jako sebe samého, dobře činíte.']",low
200,Luke 16:9,7,"['I jáť pravím vám: Čiňte sobě přátely z mamony nepravosti, aby, když byste zhynuli, přijali vás do oněch věčných stanů.', 'I já pravím vám: Učiňte si přátele z mamony nepravé, aby, když dokonáte, přijali vás do stanů věčných.']",low
201,Matt 22:42,15,['„Co se vám zdá o Kristu? Čí jest syn? “Řkou jemu: „Davidův.“'],low
202,John 14:15,2,"['„Milujete-li mě, přikázání má zachovávejte.']",low
203,Matt 6:9,18,"['A protož vy takto se budete modliti: Otčenáš, jenž jsi na nebesích: posvěť se jméno tvé.']",low
204,Matt 10:10,1,"['ne mošny na cestu ani dvou sukní, ani obuvi ani holi; neboť hoden jest dělník pokrmu svého.']",low
205,Luke 9:23,6,"['A řekl ke všem: „Chce-li kdo za mnou přijíti, zapři sebe sám a vezmi kříž svůj každodenně a následuj mne.']",low
206,Mark 12:30,10,"['a milovati budeš Pána Boha svého z celého srdce svého a z celé duše své a ze vší mysli své a ze vší síly své. To jest první přikázání.', 'a milovati budeš Pána Boha svého, z celého srdce svého, a zevší duše své, a ze vší mysli své, i ze vší moci své. To jest první přikázání.']",low
207,Matt 22:38,2,"['To-ť jest největší, a přední přikázaní.', 'To jest největší a prvni přikázání.']",low
208,1Cor 13:1,4,"['Kdybych mluvil jazyky lidskými i andělskými, lásky však neměl, byl bych jako měd zvučící a jako zvonec znějící.', 'Bych jazyky lidskými mluvil i andělskými, a lásky kdybych neměl, učiněn jsem měď zvučící aneb zvonec znějící.', 'Bych jazyky lidskými mluvil i Anjelskými, lásky pak kdybych něměl, učiněn sem jako měď zvučící, anebo zvonec znějící.']",low
